,id,description,tag_ids,user_id,billable,task_id,project_id,workspace_id,custom_field_values,type_my,kiosk_id,is_locked,time_interval_start,time_interval_end,time_interval_duration,hourly_rate_amount,hourly_rate_currency,cost_rate_amount,cost_rate_currency
75,6834465d029bbd75437fc4fc,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-26 10:45:49,2025-05-26 14:57:49,0 days 04:12:00,0.0,ZAR,0.0,ZAR
76,6834463aa1bf1c79cb6625df,loan breakdown,,63d7bf108a636539ca359a56,True,,67f3d52e7511ce5c6f268048,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-26 08:30:00,2025-05-26 10:46:00,0 days 02:16:00,0.0,ZAR,0.0,ZAR
77,68340a85b94f0f6c258d082a,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-26 06:30:29,2025-05-26 08:30:29,0 days 02:00:00,0.0,ZAR,0.0,ZAR
78,68301474b94f0f6c2564e3fa,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-23 06:23:48,2025-05-23 13:41:48,0 days 07:18:00,0.0,ZAR,0.0,ZAR
79,682ec11b560c2445c9664e8c,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-22 06:15:55,2025-05-22 15:09:55,0 days 08:54:00,0.0,ZAR,0.0,ZAR
80,682d83e8d7ce797b22a4e1e1,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-21 07:00:00,2025-05-21 14:12:00,0 days 07:12:00,0.0,ZAR,0.0,ZAR
81,682c3429f01c6c02e4faa9e3,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-20 07:00:00,2025-05-20 14:23:00,0 days 07:23:00,0.0,ZAR,0.0,ZAR
82,682b3c21d0965030668bb1fc,stand up,,63d7bf108a636539ca359a56,False,,61e6a5e2914d12440acf2f1b,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-19 14:11:45,2025-05-19 14:25:45,0 days 00:14:00,0.0,ZAR,0.0,ZAR
83,682acdf8a4e2fd3c347b3589,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-19 06:21:44,2025-05-19 14:11:44,0 days 07:50:00,0.0,ZAR,0.0,ZAR
84,6826dc67b4177337366f4411,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-16 06:34:15,2025-05-16 13:08:15,0 days 06:34:00,0.0,ZAR,0.0,ZAR
85,6825892c9e18b825f2d513b1,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-15 06:26:52,2025-05-15 13:57:52,0 days 07:31:00,0.0,ZAR,0.0,ZAR
86,68245d70fded027903d3d0b7,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-14 07:00:00,2025-05-14 15:22:00,0 days 08:22:00,0.0,ZAR,0.0,ZAR
87,6822ff6050899316accb4a29,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-13 07:00:00,2025-05-13 14:35:00,0 days 07:35:00,0.0,ZAR,0.0,ZAR
88,6821ff4f41fbb46a74d558a1,stand up,,63d7bf108a636539ca359a56,False,,61e6a5e2914d12440acf2f1b,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-12 14:01:51,2025-05-12 14:36:51,0 days 00:35:00,0.0,ZAR,0.0,ZAR
